ID,LAND_NR,Partei_NR,Partei_ABK,Name,TW_acc,TW_user,TW_id,TW_verif,gescraped?
2101,7,3,AfD,"Höchst, Nicole",1,Nicole_Hoechst,3105025175,2,ja
2106,3,4,FDP,"Hocker, Dr. Gero Clemens",1,GeroHocker,9.66707365893558E+017,2,ja
2113,7,4,FDP,"Höferlin, Manuel",1,ManuelHoeferlin,17483463,1,ja
2116,9,7,CSU,"Hoffmann, Alexander",1,Hoffmann_MdB,1.19381684351917E+018,2,ja
2119,6,6,GRÜNE,"Hoffmann, Dr. Bettina Martha Lieselotte",1,bhoffmann_mdb,9.71040144420721E+017,1,ja
2120,8,4,FDP,"Hoffmann, Dr. Christoph",1,HoffmannForest,1.08549438140524E+018,1,ja
2144,9,6,GRÜNE,"Hofreiter, Dr. Anton Gerhard",1,ToniHofreiter,442678902,1,ja
2166,13,3,AfD,"Holm, Leif-Erik",1,Leif_Erik_Holm,7.39531034761499E+017,1,ja
2177,1,6,GRÜNE,"Hönel, Bruno",1,Bruno_Hoenel,8.59112360228917E+017,1,ja
2184,2,1,CDU,"Hoppermann, Franziska Christina Brigitte",1,FHoppermann,8.83059801747587E+017,1,ja
2202,8,2,SPD,"Hostert, Jasmina",1,JasminaHostert,817937942,1,ja
2205,5,4,FDP,"Houben, Reinhard Arnold",1,HoubenReinhard,8.25069798140834E+017,1,ja
2215,9,3,AfD,"Huber, Johannes Josef",1,HuberMdB,9.2528674192119E+017,2,ja
2220,7,2,SPD,"Hubertz, Verena Ute",1,verenahubertz,3591923477,1,ja
2238,9,2,SPD,"Hümpfer, Markus Klaus",1,HumpferMarkus,7.09129502870409E+017,2,ja
2246,5,5,DIE LINKE,"Hunko, Andrej Konstantin",1,AndrejHunko,87281380,1,ja
2269,5,4,FDP,"in der Beek, Olaf Karl Wilhelm",1,olafinderbeek,9.13327957602693E+017,1,ja
2285,5,3,AfD,"Jacobi, Fabian",1,Jacobi_AfD,9.44181149424898E+017,2,ja
2320,9,6,GRÜNE,"Janecek, Dieter Gerald",1,DJanecek,52024480,1,ja
2332,3,1,CDU,"Janssen, Anne",1,cdu_anne,1.34750298720013E+018,2,ja
2336,5,1,CDU,"Jarzombek, Thomas",1,tj_tweets,37105136,1,ja
2350,1,4,FDP,"Jensen-Bornhöft, Gyde",1,GydeJ,1530171613,1,ja
2374,8,3,AfD,"Jongen, Dr. Marc Stephan",1,Marc_Jongen,4121053541,1,ja
2387,8,4,FDP,"Jung, Dr. Christian",1,c_jung77,7.40178046649565E+017,1,ja
2388,6,1,CDU,"Jung, Ingmar Ludwig",1,Ingmar_Jung,23296367,1,ja
2391,13,2,SPD,"Junge, Frank Michael",1,jungeinberlin,77928749,2,ja
2397,8,2,SPD,"Juratovic, Josip",1,josip_juratovic,7.38731811380077E+017,1,ja
2399,8,4,FDP,"Jurisch, Dr. Ann-Veruschka",1,avjurisch,1.37717784615878E+018,2,ja
2405,5,2,SPD,"Kaczmarek, Oliver",1,KaczmarekOliver,231440493,1,ja
2406,5,6,GRÜNE,"Kaddor, Lamya",1,LamyaKaddor,1200442200,1,ja
2416,16,2,SPD,"Kaiser, Elisabeth",1,Kaiser_SPD,1425035358,1,ja
2449,4,6,GRÜNE,"Kappert-Gonther, Dr. Kirsten",1,KirstenKappert,9.55357684013953E+017,1,ja
2452,8,2,SPD,"Karaahmetoǧlu, Macit",1,Macit_SPD,574582030,2,ja
2455,5,1,CDU,"Karliczek, Anja Maria-Antonia",1,AnjaKarliczek,2521976694,1,ja
2465,14,2,SPD,"Kasper, Carlos",1,CaKa_keinScheis,1.21313627343244E+018,2,ja
2466,13,2,SPD,"Kassautzki, Anna Katharina",1,annakassautzki,2776064484,1,ja
2472,8,2,SPD,"Katzmarek, Gabriele",1,GabyKatzmarek,3017602065,1,ja
2480,8,3,AfD,"Kaufmann, Dr. Malte",1,MalteKaufmann,97530140,1,ja
2482,16,3,AfD,"Kaufmann, Prof. Dr.Michael Heinz",1,KaufmannAfD,1595763756,2,ja
2509,5,2,SPD,"Keller, Rainer Johannes",1,RainerKellerWES,9.12780367937049E+017,2,ja
2512,12,6,GRÜNE,"Kellner, Michael",1,MiKellner,2221112390,1,ja
2513,8,1,CDU,"Kemmer, Ronja Helene",1,RonjaKemmer,2405039875,1,ja
2527,15,2,SPD,"Kersten, Dr. Franziska",1,kersten68,7.29399137272214E+017,2,ja
2535,3,6,GRÜNE,"Keul, Katja",1,KatjaKeul,9.59105406416163E+017,1,ja
2537,5,3,AfD,"Keuter, Stefan",1,StefanKeuterAfD,7.9462817257062E+017,2,ja
2540,7,6,GRÜNE,"Khan, Misbah",1,Bina_Khan_,98756479,1,ja
2552,8,1,CDU,"Kiesewetter, Roderich",1,RKiesewetter,42698498,1,ja
2554,9,7,CSU,"Kießling, Michael",1,Kiessling_MdB,730314294,1,ja
2559,3,6,GRÜNE,"Kindler, Sven-Christian",1,sven_kindler,17343047,1,ja
2568,14,5,DIE LINKE,"Kipping, Katja",1,katjakipping,28066013,1,ja
2587,11,2,SPD,"Kiziltepe, Cansel",1,CanselK,23248102,1,ja
2602,11,2,SPD,"Kleebank, Helmut",1,helmut_kleebank,4185556127,2,ja
2609,11,1,CDU,"Klein, Dr. Ottilie Paola",1,Ottilie_Klein,7.28577706489721E+017,2,ja
2611,9,4,FDP,"Klein, Karsten",1,MdBKlein,9.95228494023086E+017,1,ja
2614,5,1,CDU,"Klein, Volkmar",1,VolkmarKlein,33043294,1,ja
2617,5,6,GRÜNE,"Klein-Schmeink, Maria Anna",1,MariaKlSchmeink,18103366,1,ja
2618,12,3,AfD,"Kleinwächter, Norbert",1,NKleinwaechter,8.6592051966899E+017,2,ja
2633,3,2,SPD,"Klingbeil, Lars",1,larsklingbeil,16255941,1,ja
2645,7,1,CDU,"Klöckner, Julia",1,JuliaKloeckner,29858729,1,ja
2649,11,2,SPD,"Klose, Annika Gisela",1,AnniKlose,1460753227,2,ja
2653,11,4,FDP,"Kluckert, Daniela Kathrin",1,DanielaKluckert,28327765,1,ja
2659,1,2,SPD,"Klüssendorf, Tim",1,timkluessendorf,19160769,1,ja
2675,3,1,CDU,"Knoerig, Axel",1,axel_knoerig,9.28974816220254E+017,1,ja
2692,8,4,FDP,"Kober, Pascal Felix Ernst",1,PascalKober,19909974,2,ja
2712,12,1,CDU,"Koeppen, Jens",1,JensKoeppen,146376562,1,ja
2714,9,2,SPD,"Kofler, Dr. Bärbel",1,BaerbelKofler,193629792,1,ja
2721,9,4,FDP,"Köhler, Dr. Lukas Otto",1,koehler_fdp,8.98597063444877E+017,1,ja
2744,13,3,AfD,"Komning, Enrico",1,EnricoKomning,7.81747720897892E+017,2,ja
2748,5,1,CDU,"König, Anne",1,AnneKoenig_,4493363728,2,ja
2753,3,3,AfD,"König, Jörn Harald",1,JoernKoenigAfD,9.60974630709285E+017,2,ja
2762,7,4,FDP,"Konrad, Carina",1,carina_konrad,8.7430493590673E+017,1,ja
2763,6,1,CDU,"Koob, Markus Benjamin",1,KoobMar,2664174617,2,ja
2766,8,6,GRÜNE,"Kopf, Chantal Johanna Siglinde",1,chantal_kopf,8.20001178943627E+017,1,ja
2777,14,1,CDU,"Körber, Carsten",1,CarstenKoerber,1.36237238181423E+018,1,ja
2791,15,5,DIE LINKE,"Korte, Jan",1,jankortemdb,4164673821,1,ja
2796,12,2,SPD,"Koß, Simona",1,KossSimona,1.35954965219917E+018,2,ja
2811,12,3,AfD,"Kotré, Steffen",1,SteffenKotre,9.12223443231429E+017,1,ja
2824,9,3,AfD,"Kraft, Dr. Rainer Detlef",1,Dr_Rainer_Kraft,8.04064797977444E+017,2,ja
2826,5,6,GRÜNE,"Kraft, Laura Manuela",1,laura_kraft_,1.41067150367957E+018,1,ja
2842,6,6,GRÜNE,"Krämer, Philip",1,PhiKraemer,7.46767453951234E+017,1,ja
2845,9,2,SPD,"Kramme, Anette",1,AnetteKramme,1461705757,2,ja
2869,3,2,SPD,"Kreiser, Dunja Eleonore Angelika",1,d_kreiser,3392540248,0,ja
2881,8,1,CDU,"Krichbaum, Gunther",1,GuntherKrichba3,1.16109838402082E+018,2,ja
2889,5,1,CDU,"Krings, Dr. Günter",1,guenterkrings,392312829,1,ja
2891,5,6,GRÜNE,"Krischer, Oliver",1,Oliver_Krischer,88630242,1,ja
2893,15,2,SPD,"Kröber, Martin",1,MartinKroeber,137036352,2,ja
2928,2,4,FDP,"Kruse, Michael",1,krusehamburg,2823984824,1,ja
2934,3,1,CDU,"Kuban, Tilman Moritz",1,TKuban96,970038451,1,ja
2948,3,4,FDP,"Kuhle, Konstantin Elias",1,KonstantinKuhle,475275997,1,ja
2951,8,6,GRÜNE,"Kühn, Christian",1,ChrisKuehn_mdb,1143130812,1,ja
2965,11,2,SPD,"Kühnert, Kevin",1,KuehniKev,2764750474,1,ja
2973,11,6,GRÜNE,"Künast, Renate Elly",1,RenateKuenast,1425265488,1,ja
2992,5,6,GRÜNE,"Kurth, Markus",1,markuskurthmdb,150188536,1,ja
3015,5,2,SPD,"Lahrkamp, Sarah",1,SLahrkamp,1.23805920352631E+018,2,ja
3028,8,6,GRÜNE,"Lang, Ricarda",1,Ricarda_Lang,1405886484,1,ja
3037,9,7,CSU,"Lange, Ulrich",1,UlrichLange,68172699,2,ja
3066,5,1,CDU,"Laschet, Armin",1,ArminLaschet,835541664,1,ja
3076,9,7,CSU,"Launert, Dr. Silke",1,DrLaunert,4926993244,2,ja
3077,5,2,SPD,"Lauterbach, Dr. Karl Wilhelm",1,Karl_Lauterbach,3292982985,1,ja
3083,14,5,DIE LINKE,"Lay, Caren Nicole",1,CarenLay,21404382,1,ja
3087,9,4,FDP,"Lechte, Ulrich",1,ulrichlechte,9.88765113606918E+017,1,ja
3099,5,6,GRÜNE,"Lehmann, Sven",1,svenlehmann,16706236,1,ja
3100,12,2,SPD,"Lehmann, Sylvia",1,LehmannSpd,2320712427,2,ja
3113,6,1,CDU,"Leikert, Dr. Katja Isabel",1,KLeikert,467381196,1,ja
3118,8,2,SPD,"Leiser, Kevin",1,KLHohenlohe,1.36577181986156E+018,1,ja
3127,15,6,GRÜNE,"Lemke, Steffi",1,SteffiLemke,17229513,1,ja
3137,9,7,CSU,"Lenz, Dr. Andreas",1,DerLenzMdB,3635730797,1,ja
3158,5,5,DIE LINKE,"Leye, Christian",1,christian_leye,8.26683982519611E+017,2,ja
3165,5,2,SPD,"Licina-Bode, Luiza",1,BodeLuiza,1.39824046639561E+018,2,ja
3168,6,4,FDP,"Lieb, Dr. Thorsten Willibald",1,ThorstenLieb,2411398358,2,ja
3184,10,2,SPD,"Limbacher, Esra-Leon Ruben",1,EsraLimbacher,19139341,1,ja
3186,3,6,GRÜNE,"Limburg, Helge Stefan",1,Helge_Limburg,63687144,2,ja
3193,11,4,FDP,"Lindemann, Lars",1,LFLindemann,96146500,1,ja
3196,5,2,SPD,"Lindh, Helge Frederik",1,helgelindh,454981027,1,ja
3197,9,7,CSU,"Lindholz, Andrea",1,AndreaLindholz,1446031532,1,ja
3199,5,4,FDP,"Lindner, Christian Wolfgang",1,c_lindner,122104353,1,ja
3200,7,6,GRÜNE,"Lindner, Dr. Tobias",1,tobiaslindner,21197524,1,ja
3211,8,4,FDP,"Link, Michael Georg",1,michael_g_link,3034092143,1,ja
3250,1,6,GRÜNE,"Loop, Denise",1,denise_loop,7.97403769378132E+017,1,ja
3276,11,5,DIE LINKE,"Lötzsch, Dr. Gesine",1,LoetzschMdB,24178198,1,ja
3286,5,3,AfD,"Lucassen, Hans-Rüdiger",1,MdB_Lucassen,4875914470,2,ja
3290,5,6,GRÜNE,"Lucks, Max",1,max_lucks,481428317,1,ja
3291,11,1,CDU,"Luczak, Dr. Jan-Marco",1,JM_Luczak,22908417,1,ja
3298,9,7,CSU,"Ludwig, Daniela",1,DaniLudwigMdB,1.01984660504494E+018,1,ja
3304,5,2,SPD,"Lugk, Bettina",1,BettinaLugk,1.19399199019679E+018,1,ja
3306,6,6,GRÜNE,"Lührmann, Anna Kristina",1,AnnaLuehrmann,1.17971530744062E+018,1,ja
3307,10,4,FDP,"Luksic, Oliver",1,OlliLuksic,21144568,1,ja
3315,9,4,FDP,"Lütke, Kristine",1,kristine_lutke,8.7543173525692E+017,1,ja
3321,10,5,DIE LINKE,"Lutze, Thomas",1,thlutze,3667108397,2,ja
3326,10,2,SPD,"Maas, Heiko Josef",1,HeikoMaas,24158261,1,ja
3332,7,2,SPD,"Machalet, Dr. Tanja",1,TMachalet,23340320,2,ja
3340,7,2,SPD,"Mackensen-Geis, Isabel Larissa",1,IsabelMackensen,2322165327,2,ja
3346,14,1,CDU,"Magwas, Yvonne",1,YvonneMagwas,3852561082,1,ja
3383,14,2,SPD,"Mann, Holger",1,HolgerMannLE,615488350,2,ja
3391,6,4,FDP,"Mansmann, Till Berthold",1,TillMansmann,9.54049866283483E+017,1,ja
3392,6,2,SPD,"Mansoori, Kaweh",1,El_KaWeh_,2149926365,2,ja
3416,5,2,SPD,"Martens, Zanda",1,ZandaMartens,1.38382116315185E+018,1,ja
3418,2,2,SPD,"Martin, Dorothee Katja Julia",1,Doro_Martin,241008237,1,ja
3428,8,2,SPD,"Marvi, Parsa",1,ParsaMarvi,973597518,1,ja
3434,14,2,SPD,"Mascheck, Franziska",1,f_mascheck,7.44152788746248E+017,2,ja
3438,8,2,SPD,"Mast, Katja Wilma",1,KatjaMast,9.37678874095301E+017,1,ja
3446,3,1,CDU,"Mattfeldt, Andreas",1,AMattfeldt,23447001,2,ja
3468,8,6,GRÜNE,"Mayer, Zoe",1,zoe_gruene,1.24866269631842E+018,2,ja
3469,8,1,CDU,"Mayer-Lay, Volker",1,VMayer_Lay,1.29036159042923E+018,2,ja
3484,9,2,SPD,"Mehltretter, Andreas",1,Mehli,15820788,1,ja
3485,8,2,SPD,"Mehmet Ali, Takis",1,TakisMehmetAli1,1.41353661206825E+018,2,ja
3503,11,5,DIE LINKE,"Meiser, Pascal",1,pascalmeiser,314534724,1,ja
3506,6,1,CDU,"Meister, Dr. Michael Günther",1,meister_schafft,34214048,1,ja
3523,3,4,FDP,"Merten, Anikó",1,AnikoMerten,2490321900,2,ja
3525,5,1,CDU,"Merz, Joachim-Friedrich Martin Josef",1,_FriedrichMerz,1.05939574828923E+018,1,ja
3526,8,2,SPD,"Mesarosch, Robin",1,mesarosch,208413193,1,ja
3533,7,1,CDU,"Metzler, Jan",1,JanMetzler,995653004,1,ja
3542,11,4,FDP,"Meyer, Christoph Werner",1,Meyer_FDP,8.61992050358616E+017,1,ja
3565,9,3,AfD,"Miazga, Corinna",1,CorinnaMiazga,8.68762469115847E+017,2,ja
3568,3,6,GRÜNE,"Michaelsen, Swantje Henrike",1,SwantjeMichael1,1.08617831823019E+018,1,ja
3573,14,2,SPD,"Michel, Susanne Kathrin",1,Kthrn_Mchl_SPD,1.16605576540214E+018,1,ja
3582,5,6,GRÜNE,"Mihalic, Dr. Irene",1,IreneMihalic,143000381,1,ja
3583,6,6,GRÜNE,"Mijatović, Boris",1,borismijatovic,7.1805020916351E+017,1,ja
3607,3,5,DIE LINKE,"Mohamed Ali, Amira",1,Amira_M_Ali,9.34029228886065E+017,1,ja
3611,1,5,DIE LINKE,"Möhring, Cornelia",1,Conni_Moehring,2596171296,1,ja
3613,3,2,SPD,"Mohrs, Falko",1,FalkoMohrs,79228932,1,ja
3620,5,2,SPD,"Moll, Claudia",1,ClaudiaMollMdB,1.07031222913903E+018,1,ja
3629,3,2,SPD,"Möller, Siemtje Victoria Regine Ilse Santjer",1,SiemtjeMdB,1.11594023880174E+018,1,ja
3634,14,3,AfD,"Moncsek, Mike",1,Mike_Moncsek,1.10430424275449E+018,2,ja
3637,13,1,CDU,"Monstadt, Dietrich",1,MdBMonstadt,1.18010238927521E+018,2,ja
3640,14,3,AfD,"Moosdorf, Matthias",1,MMoosdorf,50578509,2,ja
3642,1,4,FDP,"Mordhorst, Maximilian",1,maxmordhorst,2174533082,1,ja
3652,8,1,CDU,"Mörseburg, Maximilian Rick",1,maxmoerseburg,270435074,2,ja
3678,6,4,FDP,"Müller, Alexander",1,alexmuellerfdp,9.36235058792485E+017,1,ja
3687,6,2,SPD,"Müller, Bettina",1,BetMueller,2443895924,1,ja
3688,3,1,CDU,"Müller, Carsten",1,MdbMuller,1.32281112963521E+018,2,ja
3689,13,6,GRÜNE,"Müller, Claudia Heike",1,GruenClaudia,937403112,1,ja
3690,14,2,SPD,"Müller, Detlef",1,MuellerChemnitz,7.84760007275516E+017,1,ja
3695,5,1,CDU,"Müller, Florian Matthias",1,FlorianMM,45370052,2,ja
3718,9,6,GRÜNE,"Müller, Sascha",1,SaschaMuller,52793798,1,ja
3719,15,1,CDU,"Müller, Sepp",1,mueller_sepp,8.0180312776267E+017,1,ja
3721,9,7,CSU,"Müller, Stefan",1,smuellermdb,17960911,1,ja
3728,8,6,GRÜNE,"Müller-Gemmeke, Beate",1,GrueneBeate,53426644,1,ja
3730,14,4,FDP,"Müller-Rosentritt, Frank",1,theliberalfrank,9.84048002967982E+017,1,ja
3739,5,2,SPD,"Müntefering, Michelle-Jasmin Gabriele",1,Mi_Muentefering,9.47740210036642E+017,1,ja
3743,7,3,AfD,"Münzenmaier, Sebastian",1,S_Muenzenmaier,8.63657874941256E+017,2,ja
3758,5,6,GRÜNE,"Nanni, Sara",1,SaraNanni,81596596,1,ja
3761,14,2,SPD,"Nasr, Rasha",1,rasha_nasr_,3697025955,1,ja
3762,2,5,DIE LINKE,"Nastić, Zaklin Jadwiga",1,ZaklinNastic,2527808433,1,ja
3767,14,3,AfD,"Naujok, Edgar",1,edgar_naujok,7.91991717717283E+017,2,ja
3787,1,6,GRÜNE,"Nestle, Dr. Ingrid Johanna",1,Ingrid_Nestle,44359035,2,ja
3820,5,6,GRÜNE,"Nick, Dr. Ophelia Johanna",1,OpheliaNick,2527051226,1,ja
3821,5,2,SPD,"Nickholz, Brian",1,BrianNickholz,1970779310,1,ja
3853,6,3,AfD,"Nolte, Jan Ralf",1,Jan_Nolte_AfD,3408940048,2,ja
3861,6,6,GRÜNE,"Nouripour, Omid",1,nouripour,16674128,1,ja
3867,9,2,SPD,"Nürnberger, Jörg Mathias",1,JorgNurnberger,1.35409052789815E+018,2,ja
3882,6,2,SPD,"Oehl, Jan Lennard",1,leoehl,631226773,2,ja
3885,5,1,CDU,"Oellers, Wilfried",1,WilfriedOellers,906847944,1,ja
3908,8,1,CDU,"Oppelt, Moritz Paul Georg",1,moritz_oppelt,1.04234450277679E+018,2,ja
3913,10,2,SPD,"Ortleb, Josephine Loulou",1,josephineortleb,21618829,1,ja
3920,9,7,CSU,"Oßner, Florian",1,Florian_Ossner,1294532364,1,ja
3921,7,1,CDU,"Oster, Josef",1,josefoster,28089973,1,ja
3927,3,1,CDU,"Otte, Henning Rudolf Helmut",1,vtdgsprecher,1.41638870926463E+018,2,ja
3928,3,6,GRÜNE,"Otte, Karoline",1,karo_otte,9.36673325950128E+017,1,ja
3930,9,3,AfD,"Otten, Gerold Joachim",1,Gerold_Otten,7.74309860812919E+017,2,ja
3936,8,6,GRÜNE,"Özdemir, Cem",1,cem_oezdemir,19108766,1,ja
3938,5,2,SPD,"Özdemir, Mahmut",1,oezdemir_spd,1399764944,1,ja
